graph,order,freq,input_time,task_time,total_time,input_power,task_power,input_e,task_e,total_e
res50,LGGGGGGBGBGBGLLGGG,"((0,), (3, 4), (1, 7), (2, 0), (3, 2), (3, 5), (0, 1), (4,), (3, 6), (7,), (0, 5), (0,), (3, 0), (2,), (0,), (2, 2), (4, 1), (4, 1))",206.816,876.23,1083.046,3215.230484352147,4410.946777020614,664.9611078517736,3865.0038944287726,4529.965002280546
res50,LGGGGGGBGBGBGLLGGG,"((4,), (1, 3), (1, 5), (1, 5), (4, 5), (4, 2), (2, 6), (1,), (1, 2), (1,), (0, 0), (3,), (1, 0), (0,), (5,), (2, 0), (0, 4), (4, 2))",128.549,946.6119,1075.1609,3477.842967524176,4240.59793122637,447.0732356322653,4014.200464814264,4461.273700446529
res50,LGGGGGGBGBGBGLLGGG,"((0,), (1, 4), (1, 7), (3, 1), (3, 7), (3, 2), (2, 7), (0,), (0, 3), (7,), (3, 3), (3,), (4, 2), (5,), (0,), (4, 2), (3, 2), (4, 7))",206.825,823.5319,1030.3569,3239.2096731960023,4546.1258530823725,669.9495406587631,3743.879661428047,4413.82920208681
res50,LGGGGGGBGBGBGLLGGG,"((5,), (1, 4), (1, 4), (4, 6), (4, 2), (1, 6), (2, 4), (2,), (0, 2), (5,), (3, 1), (6,), (0, 4), (3,), (5,), (2, 4), (0, 6), (3, 7))",122.488,854.8156000000001,977.3036000000002,3667.7170072463778,4459.282647104688,449.2513207835944,3811.864371554383,4261.115692337978
res50,LGGGGGGBGBGBGLLGGG,"((5,), (1, 4), (0, 7), (0, 1), (3, 6), (2, 6), (2, 7), (5,), (0, 2), (6,), (1, 3), (3,), (2, 1), (2,), (1,), (4, 0), (0, 1), (2, 3))",124.065,934.0667999999998,1058.1318,3589.572750329381,4306.193968843169,445.34034326961466,4022.272820656638,4467.613163926253
res50,LGGGGGGBGBGBGLLGGG,"((1,), (4, 2), (0, 7), (0, 0), (0, 1), (3, 1), (2, 2), (6,), (1, 0), (1,), (0, 7), (6,), (0, 6), (3,), (0,), (0, 6), (0, 6), (3, 4))",169.701,1115.7851999999998,1285.4861999999998,3261.614363828676,4111.569408517597,553.49921915609,4587.628294796688,5141.127513952779
res50,BLLLGGBLBLGLGLLGGB,"((0,), (1,), (1,), (1,), (0, 1), (0, 1), (6,), (0,), (3,), (3,), (3, 4), (4,), (2, 0), (2,), (0,), (0, 2), (3, 5), (4,))",112.714,918.00148,1030.7154799999998,3472.1899110973386,4125.114532697809,391.36441363942544,3786.861246186097,4178.225659825523
res50,BLLLGGBLBLGLGLLGGB,"((0,), (2,), (4,), (4,), (0, 2), (1, 2), (4,), (2,), (1,), (5,), (0, 5), (5,), (2, 2), (0,), (5,), (1, 1), (4, 1), (2,))",143.717,855.1344200000001,998.85142,3388.2274286428205,4293.138792157606,486.94588136226025,3671.210751011196,4158.156632373456
res50,BLLLGGBLBLGLGLLGGB,"((4,), (0,), (1,), (0,), (0, 7), (2, 5), (5,), (1,), (4,), (1,), (1, 4), (1,), (2, 7), (3,), (0,), (3, 4), (2, 6), (3,))",107.773,860.2490499999998,968.0220499999998,4170.68358974359,4251.708603954925,449.487082517436,3657.5282874290497,4107.015369946485
res50,BLLLGGBLBLGLGLLGGB,"((2,), (5,), (5,), (4,), (4, 5), (3, 2), (4,), (1,), (3,), (1,), (1, 7), (3,), (0, 7), (4,), (0,), (2, 2), (3, 4), (6,))",117.631,727.8221,845.4531,3784.768455414554,4552.697703459766,445.2060981788694,3313.554003197264,3758.7601013761337
